original_RDA_identifier,rda_entity,equivalent_BF_identifier,bf_entity
8a12ccb8-8f45-4f64-97ec-bb690f8b84aa,manifestation,686ce014-6804-410c-9296-6cedce624305,instance
8cc345de-2152-4864-aa32-4b13667b1377,manifestation,cb9b54d8-a819-4618-9cd1-b099dce89fb6,instance
8e41795c-591d-43fc-ab0a-26aee67c7c5e,manifestation,5a838709-aa08-4a99-bafa-9ca920cff295,instance
8ee9850a-5eb1-41b7-8065-815b424d2670,manifestation,7237fefa-ea32-4657-95c8-ccca2c0b3406,instance
8fa54c8f-8b85-4a7a-8105-12ef37c422b1,manifestation,bb57a029-f7ba-4592-879f-198534cbbcbf,instance
90c6a594-81de-4a13-b962-9ded257622e2,manifestation,1d1baa82-2d9f-4355-97e0-826f798fa361,instance
9320b5fb-a7ba-465d-811b-5130549f9814,manifestation,6e3be62b-12af-4e2a-a065-bad0cda6d666,instance
97598bac-2d60-4ae4-bf33-0ce5e58f3c6f,manifestation,0ae1cc2f-e5d2-4c2c-b277-d041b03cfb72,instance
97f93137-d706-4c9e-9a3c-d6759df9e7ea,manifestation,112c8cbe-1458-4e89-a0ff-1120106e40cd,instance
9849909f-60f8-4b89-81a3-a9c1d686c23e,manifestation,80877366-b10b-4f67-98a0-75f595942f9b,instance
9944ee32-1cb4-4255-8f9b-1f05482f469c,manifestation,cf7010ca-52c7-4709-aac4-08a8a312882b,instance
9d4fa093-828f-4a9f-9b4e-e44f4673cd6a,manifestation,6dd4965d-fc4c-42a8-8be0-5fcdc6f3b185,instance
a42814da-e980-4324-ba0a-0f4299f439af,manifestation,6dc06f67-0016-425e-a650-1b9a2bf25a86,instance
a5ff0c69-2eed-4e41-9c46-70aa4973804e,manifestation,b33d7dea-1941-4742-928a-ca692ba44fb8,instance
a72da7e0-9f9d-402b-b1f0-d1acd14a18c7,manifestation,c1fab9d4-f16b-4a2b-a726-f7366baf7ffa,instance
a832adb8-e349-49f9-a19b-f5aabac4b58c,manifestation,ad3d432a-0787-4820-b9e1-10ce7e6362d6,instance
a87caa3e-c7da-4654-8cd5-ebad405e398a,manifestation,6e74ddc8-f295-4605-922b-01d90d92eebd,instance
ae37b855-a29b-4f8b-ab5c-09934acedf63,manifestation,c16331a9-7057-4f1f-82bd-4c47df56d94f,instance
aec92f4e-44c0-4e07-8ad7-759d381ca982,manifestation,5fa89d17-d5f5-45af-a528-ac7aaf151f3d,instance
aef56d04-8375-4c4f-a9b5-df3fe42b9220,manifestation,9df1e4cb-d391-4d02-9794-5dfeba32312b,instance
afd25017-3d8d-46a5-a453-6ba8306a55ef,manifestation,4ac3411b-04d6-492e-93e9-f7599fd483cd,instance
b039b29b-ff84-4429-a540-ccb5d89d7cc8,manifestation,1946dd11-5ca0-4d6c-a4e5-1b5f6222208e,instance
b117b54d-ba45-4cc1-98ec-2654e93b657a,manifestation,51c7aab0-98b6-4a78-817b-5ea435d6330c,instance
b3e395e1-96a9-47cf-87dd-2be74335bfc8,manifestation,700c135f-4a1f-4500-92e6-e37c24147696,instance
b3e713ec-cc30-4e7c-9ad4-d025cbbc6680,manifestation,5399c501-58cc-4020-9c6a-10c66c66d1c1,instance
b5606a57-bf98-46ed-939a-10bed40340bf,manifestation,fd3235b4-d251-48e9-8d90-e7eef37dcb74,instance
bc6ded31-f446-4ac7-b173-20b24e4a00fe,manifestation,20109b98-32c7-429d-86df-0dff04912585,instance
bf12d559-1b55-4ff9-907d-5d64b42e020d,manifestation,e31ed83b-526f-4773-ac49-fd43be2f8c2f,instance
c0a15cd9-521a-44fe-8e75-a9783a7c31a5,manifestation,83a6d720-0fab-464f-981d-08ed7401a353,instance
c133296d-f709-454b-87bf-476ead50d819,manifestation,95620b10-c78c-4e02-bb85-8836ff7468ff,instance
c18367aa-c65a-4fe1-80ee-cd8b712f0961,manifestation,9794a8f8-75cf-4b13-b883-f37ce9c36980,instance
c546397d-c96b-486a-b1cc-45aeaee24d78,manifestation,3cd13124-9910-44d1-aa47-b40513b21f3d,instance
c7642ae9-1557-4e50-a24f-ef69b8badbf6,manifestation,c7306eb3-b873-49c4-8602-12f88716d2d7,instance
c7718302-7c8d-424d-bc61-4cb134ce4e5e,manifestation,e332bbd3-3b05-44ac-9bcf-09e383358d06,instance
c85b46a5-8af1-420b-a393-99ebb60f3d72,manifestation,3d181d99-633f-4db9-8d05-72fd68e8837b,instance
c95c8347-2cda-4ea7-a405-2ba187351d0a,manifestation,29ab775c-0e1d-4756-a146-6d929b11222b,instance
d04328c3-db6a-4196-ab5b-22fe95309bf4,manifestation,e0ce66b9-672b-402a-a45d-6b5a246b2c02,instance
d1e428e1-0463-49e2-8bd5-299c8ad8269c,manifestation,5cbdb219-c8c2-42ed-ad97-7ebaecdabc3a,instance
d3e2e595-7bf8-4aa7-a558-c9ef11be8841,manifestation,4317087c-66ea-4a40-8504-cf916e08e07d,instance
d4dd25db-1ec6-4931-9ea6-2f14be55f777,manifestation,d01cfbda-a678-4310-ba2f-bd044058b338,instance
d63e7bde-70d1-4ee4-aac9-98640a91ac26,manifestation,f23ec465-b5bb-46e8-a774-3c21d16b8258,instance
d663c291-6397-4cce-aa4c-6d5b2bd7ebec,manifestation,bb00e64f-f623-4b3d-9947-6cb9c19b6bcc,instance
d6f8998a-594e-473f-8fbe-82211b02f1f1,manifestation,d4f2506c-9a50-4c7b-aa20-e86814db185c,instance
d7a26fa5-bcee-4a05-a5e5-966a6d2c7ce2,manifestation,eaf6ffcd-e84a-4c3a-8cd3-80074eb0190d,instance
d81ded4c-4502-4ba8-abc3-d0b9586d5169,manifestation,3434f079-f09a-48f3-9760-124ed281ac10,instance
db307413-697e-4e64-b972-ace8b150ed74,manifestation,4b2a1ada-9e17-412f-8880-1472b930183d,instance
de21bb62-ae6f-4ee5-a0c6-2465e5a2b491,manifestation,8ba11635-1d8d-47fd-aa51-060e35b4ce5e,instance
e0bfc79a-6acd-46fd-a281-47e7a8bbeb91,manifestation,27f199f4-a95d-4a71-8116-9e35a01cdf89,instance
e5291657-c073-4cc8-a640-76da110185dd,manifestation,4c516001-a617-4069-892a-2ecda8103d88,instance
e5d344ba-83d2-443c-92e3-7ca7546674f3,manifestation,9ff5bbf4-1853-4164-85f4-8f5b0580e227,instance
e8681ce8-c125-4640-9583-2404b7603e41,manifestation,83514c33-0c8f-4013-bed3-d53494d902d2,instance
eb32812d-aaec-4f91-b9a8-0cc158cbbf50,manifestation,0c12486a-645a-4157-b29f-448e5148ed17,instance
f0757925-8753-427f-bf6a-5f695a04c999,manifestation,5d3bb1c8-8b8b-4cd0-a16d-a57e15ea495f,instance
f0ff32b0-9818-4f67-886f-894004325962,manifestation,a561f114-94e5-4d5c-b23d-b4ca64fa1602,instance
f24bfdbd-32d7-4e79-9199-3e4354df42a7,manifestation,5043e6ad-e4cb-4676-9740-59f7e4a249ee,instance
f3a3eba6-545b-4089-a150-df34c6c2b5b5,manifestation,2a98d4be-1965-471d-933c-1c664e4fda37,instance
f44955d7-60e3-45a2-8191-af416bfb61e0,manifestation,7c329361-2d66-4710-ae15-a486f0a8f563,instance
f6461300-2e7b-427e-a926-7b58b2d31fe9,manifestation,9af86dff-16bd-4e8d-b16d-9f7a8969b4cd,instance
f82fcc75-6160-435b-9ca1-03302716319c,manifestation,fdac8e37-04e3-40f2-b8be-f231044847a1,instance
f9e58e6a-db2a-479d-b909-94e59d26649c,manifestation,dbbb19eb-f4b5-4761-ad1a-ab8aac1b32ee,instance
fa61de0d-63e9-42f3-a99a-79ba3ab95b43,manifestation,dd27a82a-243a-4623-9604-f191fcdc342c,instance
fabade19-3fe6-4fb4-be3f-7a1c169f7458,manifestation,894eb9c8-6668-4fe7-9355-a8436ce1d2d4,instance
fb0f8c8f-7b41-4049-b859-b2abfec66d1a,manifestation,816f99a8-3887-48af-82a9-19f8fec66a0a,instance
fbb77272-6393-44bb-9934-e672ca51c4f2,manifestation,c599a2f3-5124-4357-91da-b2482a7750b7,instance
fd679aab-4ae2-450c-9fb7-08e2acab2c8d,manifestation,245bba6b-4061-4714-9440-db82a56ce618,instance
fdc17c27-063f-4fd2-ad34-b4ecea9279ad,manifestation,94c7f7f9-ce88-4477-9868-eb52ea11ee4a,instance
fe62d997-66df-4c28-b874-9aa862b1555d,manifestation,d304f3ba-5051-45fa-a676-82e5d4898c0f,instance
01246523-73e6-4c3a-9eb0-1f8aa338dd7d,item,c770e2df-73e5-4036-af33-ffae34011934,item
015baba0-b384-42aa-a07b-02294d9ba14e,item,a49f9b28-f263-4856-80d8-b6d7bfdae512,item
02175de7-4e6b-4802-8a02-57a0a870f76c,item,5eb3c9e3-ce90-493c-b0c1-40704fee57bc,item
059c3dd4-409b-4d29-8bc7-2ae0505da5ff,item,11dd6dda-e5e6-4c69-9efd-7134a7247243,item
05ecd0f7-2baa-4782-b0d7-f45e3a5e652a,item,7498ee5a-99da-4006-b158-7572f14474ba,item
0698adb9-ce89-4681-98ca-38169dabc023,item,89d04c78-0be6-4404-96b3-442495d8961b,item
06c860ba-5649-4fd1-8000-9f9bb2de4aec,item,9f73c748-a418-4fdb-ae48-63cae3169f48,item
086fe612-1591-4a25-97bf-d4e4c9d3b295,item,372f226b-7bd9-4b9f-84a1-c1944024cdf8,item
091396a4-59fc-473c-866f-d23ce444ff30,item,ea84552e-77e9-4c4b-aca8-54c679b1ab16,item
0a5c9f6b-f920-4905-ab1c-25c2f2d73b70,item,7352dfa5-249d-467f-a94e-aefb7b3f20c6,item
11519e1e-11ca-48f6-aabd-33e5db1de6f3,item,ef28833b-4111-4d7b-9625-2dfb5e7853e0,item
1238bfbc-3ae3-45c2-947c-4fba316e3890,item,6ada090a-61d6-4fa3-89c5-8c84d071fe74,item
1631ced3-d27e-464f-8f4a-5b10de52106a,item,3587f677-35ff-4857-9a93-fd2fe4a609a1,item
18508f13-1493-4de0-ac1c-3a1f7a0c2eed,item,e08b742b-db04-4839-8250-6db15ed1956f,item
1c048ba2-6ad5-464b-80da-5ff34238033c,item,cbcd8585-b3bd-4d52-a903-8bf343f68b4d,item
1c611ed4-bfd1-4c57-b1c5-114a4bfc1425,item,c698756f-e3d8-4fd8-acb1-73b158049174,item
2494050f-4c0a-4357-a601-2d590a216a24,item,54360be6-3f85-4ad7-b3d9-84e3b2557e9c,item
252d3648-29bc-4451-8d44-5dc9d1d2468f,item,6c810138-0da5-41d3-b99a-ed33b145b6e2,item
261c0d2e-0240-4085-8106-2b60099a511d,item,15395a22-e89f-4a7d-96f1-3f79418cf0e0,item
2743e55d-86b1-4226-a59c-cef6f4dbc7f5,item,f23be7d4-9c4f-4cf4-9e4d-5bdb52130cee,item
27c01316-2a6a-47a3-b5b9-f789ef7ae416,item,4b40706c-82d9-4857-a9d6-87ee51bf6d6a,item
2802d515-fa26-47b7-940a-9a43c1b857c1,item,94dc14a7-520f-44c2-a14b-a0a1faff2a32,item
29b0f863-57ab-4694-8a7c-8588c7029465,item,3c5efa3a-7fe8-4c48-9a1f-9ed8db067413,item
2f054ab2-7d58-4247-a3ad-3977d8dce2c1,item,9beff3d9-0368-4108-932c-6b7850b5fc4a,item
31359f02-9766-419c-afc4-2e42d86d7935,item,58f921ce-4194-4ad8-9130-76f9c5292cec,item
32851ffe-fc92-4148-81ab-7ebe31d8cfd4,item,caf08d46-9543-456a-ac30-720cf4141c02,item
32d5089a-3642-4996-a9da-5ab5bcabf5ef,item,4cfaa2a7-c3ed-44a8-978d-5bf0cec9db44,item
33ffa488-a769-4430-8b54-489c0c4d2b7e,item,3d70f790-4a7b-46e6-ae37-b6bc9d018da4,item
36d71b66-abec-46ef-8c75-db38e34aaf15,item,51a2b80b-94fc-41c9-b829-d6894db547fb,item
3aee1fa8-6c01-4fec-ae51-bf0f18159c53,item,980c1af2-21b8-4a5a-bae6-f8451d79d29f,item
3d112f8b-3537-482f-a222-010d02db9dd7,item,50d460c7-6100-47cc-af31-a5668b5e0ee8,item
42490976-82d0-4b8e-82bc-f9eaa79aacad,item,ddc5b424-37ba-4ad5-bb7b-e4900d576d9c,item
43ed4760-9bc8-4783-991c-9eba675fbc32,item,a994603f-4129-46c0-b459-4c5145ff926c,item
471a5a4e-7f75-4d12-b645-6d683f77c8fa,item,820dd8e9-e699-48ad-9f72-be7032fd18e1,item
4c559834-5945-4694-a079-86872f5b36a6,item,8681190f-0e86-4d05-8e3f-65d3be3e5359,item
4d803fcd-828d-4b05-88f0-0fa3cc53be6f,item,4eb24ad7-216d-4dc0-b3b7-ce642580e2b8,item
557b7317-0291-4bf4-84df-6d082d5fd1c0,item,40786d08-3da3-4533-a4c5-82909afdebf8,item
57a987f4-56ee-4ef7-b241-2182ca002f05,item,ebae7f1d-0ded-4343-828f-fc8ed7772225,item
59d81326-5a37-474c-8ca2-dae286b488fc,item,4d5bd50f-83eb-48f3-8369-6ead9a0074b9,item
5b94365f-395b-4560-ae69-ef7186c7b2cd,item,3d1fcc7c-1960-4c19-a740-8ea38c8e4853,item
5da1e767-18fd-491f-af65-d4b50fe7fe53,item,c625a652-e4d6-4bde-8019-57efbd0a1cda,item
5e55d3b3-25ab-4522-bf33-54f41a51c8a2,item,b1d90368-227c-4f49-85f7-5e85f249af40,item
629e0ee4-dc71-47d0-8b41-b06e449d5aa5,item,3764f5e4-4b2e-468d-986e-55ebc2e456cb,item
64ee2559-c08f-4595-80fb-f77c2edf60eb,item,917194d7-054e-4922-8613-6dba1f5d55fb,item
665af0f6-abdd-4a92-9add-045cc806c28a,item,d0ec6aed-4823-47ad-bbdd-25c555ce8598,item
66db30e6-bc86-4af9-9d63-e5d1c9cb3dc1,item,c2c2788d-6b48-44db-9791-70abbe20d67e,item
686a3e04-2ba0-4429-8e61-d6c97f46025d,item,120a70e6-d147-480f-a64e-ecffad82e0af,item
69be6d3a-45db-49c8-9232-1c90aa776c0c,item,175ff13a-5412-41f6-a488-c3d587ed3e8d,item
6a297eb6-b29d-4771-8750-8f4486d6b9dd,item,98828187-134f-48e5-a293-c983b2d3f0da,item
6dad68d7-16ee-4e7c-b50d-671403b30c01,item,74b8068c-0bd5-4f9c-be25-e6260aee35b9,item
72bd33dc-32f4-4c8c-9e2e-0dc26d4d0661,item,8ae424d6-65ec-45c3-b7a4-76a23d80320b,item
7aaf7c07-89c7-44a0-b16e-8ee21c3276a2,item,05923725-d82c-429c-bb17-cd6c5584bc62,item
843769d1-4861-42ef-8370-db32eebab131,item,90b85b73-6acf-4704-8bb9-81a98071c3e4,item
886d09cd-00cd-4a63-9eed-160a568aaa06,item,2d73b1f1-5b8b-433f-9353-8495b6c79b6a,item
89ed3655-bef0-42b0-a9ed-bc52c07aa0ec,item,3cde27aa-c8f0-493d-92f2-df8ea7a9fa85,item
9678e0d1-64fd-456a-bdbf-2e197b58a15f,item,4cc01896-80c0-48e9-b9d4-b7ada99e775c,item
9808fa1c-1297-48a4-b0dc-b339b1a9dcbb,item,59cff874-b9bc-45d7-a0ad-280330dc0a18,item
9927bb36-f176-48f4-b96c-121ae63099fe,item,a2917598-1d95-4a2f-a07a-1caf3706c8ea,item
99d6629d-e395-4e5f-b9c5-b29b02b7c7fa,item,d848bc57-d63f-446d-940f-6308f30d89f6,item
9cb7d52f-e8ad-42d0-a481-12a0ebe20c6b,item,c7b44de8-56e3-4201-b29a-9a142ba18fbf,item
9ecc0ead-87a9-453f-bd5f-25287991a94a,item,bccc6adc-115f-4045-b1f5-388a7cc96dd9,item
a143aa19-f5ec-4084-b33f-40ac515ac2cf,item,f25cdf2c-2a31-4183-bc7d-53de12b10cdb,item
a40940e4-7a02-4f19-9129-99be2f03168d,item,990e9a96-1c0a-4e51-a146-2c49059fe707,item
a5714cfd-c32d-4e9a-a03b-e6123450c332,item,61438a75-6cac-470b-838b-1a1a41e1b554,item
a6f7c345-2b4a-4a12-adf8-99ecc700355c,item,a44b3218-3d16-430d-a45e-6c49dbdb4fea,item
a7e979ae-3307-4ca6-ad2d-2730e5ba52ed,item,37dc6bac-5acd-42a7-84ac-fd8c1358b136,item
a9ea08ed-39f9-4781-8dcf-778e00e2065a,item,f31d0dfc-3a3c-4790-bb96-1fc49c682b3b,item
abbde380-c64d-4f2f-b204-92e22ac401e4,item,ef0ef735-2461-486c-853c-68ecdf80e2a4,item
ae202089-b032-470d-83f1-49bed050da6f,item,6c43f1d2-c9e0-43fd-97aa-62417e12f569,item
b0527c0a-d03d-4515-be85-fa1ffad8891b,item,ca49b99e-f0b3-49f4-8b4c-632a2366fe19,item
b0b8d2df-b52e-4259-bc8f-a2e49e55c16f,item,47e14659-b720-4f37-9310-f21f9ff77fa7,item
b22e4e53-f744-461e-8bef-b9a9a402830d,item,ce228154-d599-40c4-b34f-aa1ce3222d59,item
b30d27da-5bc5-4fa3-9712-4777e0b58bad,item,8f25f5ca-4500-4243-a137-81d1c8135a7c,item
b32c0797-4adf-4849-8086-e74f324f1871,item,d584ed18-02e3-4eb4-a43f-4136a1342e96,item
b54ee4f7-c24a-428a-8828-f955c66bd072,item,36327220-3400-4bdb-b9ba-54c6887a7ce5,item
b559513d-45b4-407e-866d-50db6e44c7e2,item,9cfb8f08-7d5d-41be-9e88-62c878cfb9b7,item
b8da121b-afbc-424f-a4e4-a644bcbe848c,item,e756cc97-d8f4-4501-baa0-4afa81111923,item
ba0177fc-f95c-4b9a-b7cd-d2d3c6635c05,item,a0ab59cb-2ba1-4f51-a99c-41e59ac28c51,item
bbd9f9f1-c3b6-4d91-b9f3-b3298f302aa3,item,88acb26d-4581-4a4d-80c0-a4fc93551271,item
bc93a16f-a8ae-4856-9c2f-62c5b2591f55,item,c480bdd8-5af5-4cc2-a012-65b9faf5eddb,item
bccffc16-e87e-4e34-9934-bbbc6aad4b74,item,075fca1a-8dea-4a50-8c27-3101db30ae97,item
bd3d059e-2528-46c9-97dc-2cfe37043483,item,af75d041-193b-425f-92de-8f92a7be10a1,item
bda958c2-c723-4036-af8b-865c7e0f99e4,item,35ec2a0a-1de9-4396-9def-8e3162bb3c28,item
bdbd9de4-e201-4f5c-9113-ce5eb6a30500,item,5d9c4f19-022c-4295-b7a4-2bb4e2f5633a,item
bf657975-3e09-4990-9c51-f806beea810d,item,dea68d04-a47d-4fbb-a890-f5f03a5220e8,item
c0907944-25e4-4b70-81be-b11208f17897,item,3fd7571c-0af8-4bc2-8f99-5733cf431abf,item
c3680cbb-0560-4ea3-9361-0f7b963a901b,item,a51346bd-60b1-4eff-9289-45d25e0a8b9f,item
cdc48aee-b6fb-43e0-ad3e-e7007555dc09,item,b83f529f-9598-41b4-9c26-65c99e4db700,item
cf1fa94a-8daa-4c84-a3ec-380310944c51,item,9d030eab-9dfe-4b7e-bc20-24173e4da08d,item
cfa7b392-60c8-4034-9150-7af8f825292f,item,d77776d0-6b9b-487b-af81-4a5421240e9e,item
cff40043-8498-46eb-8a24-490c33e7de1a,item,9465981d-9990-4d74-96a6-18866e9f1233,item
d00407d3-ab18-449b-8288-27cbb9f85ce0,item,97c15543-3922-4c80-828f-42f9cfb7694c,item
d39d7225-64cc-4adf-a160-51d8be486dfa,item,9cb6e482-721c-4af5-bcdb-13b8ecd7618e,item
d3ff1818-ffde-4ad2-b333-eec9f67cb74c,item,f3208824-cf8c-41f6-8bb9-132cd80b0921,item
d7eaa618-0fa7-4c5a-bb60-f4cc37aeb2f4,item,9a017b43-d4bf-4b6c-a44d-32f43632bc7b,item
d96aed2a-fada-4ca8-812f-75cb9e03f308,item,faaa43ef-ba2a-4006-9f6c-4c847ddf4d89,item
da195ed1-14fd-44a4-8a3d-bc58fabcb9d8,item,3786f5d0-ab69-4a4e-b5b9-925f36c3cdfc,item
dac4352b-7198-4e40-a2e4-69da53ddc839,item,52f29391-a547-447e-b26d-05b2550833bd,item
dca2d766-0200-474f-8df4-dcd6309d94c3,item,bb7c906e-239a-4d29-bc7a-38f202129a68,item
df0a069e-f03d-44e6-abf5-ec9fb1f4a0d1,item,1c0f9b84-cf90-4ea2-8451-4d25b3d28733,item
e39ee2b0-063c-4d7b-87d5-a90ae4124e1d,item,df5f449c-648d-492a-8eb5-14914b5f3930,item
e6a03d03-c5a9-4778-a804-78d9d71f7473,item,043d4c2a-15cd-4bea-b8e3-b64887190ff2,item
e6e2204b-df84-4359-9d20-2c99e052bfd9,item,7c8eecd4-c533-4884-aa22-93a81988680c,item
e8358515-4aa7-414b-8fc5-b25a0212399b,item,844a6bc7-543f-4d1b-abcc-7307e2cdbd3f,item
ea697eb6-2c07-460d-82e6-9f8de4f10755,item,a31dce9a-c0bf-43ed-a26c-972b70e376b7,item
eaf9e739-a27b-49ac-b7b4-11b5e5859466,item,ece0e9f7-50e7-4656-929e-8e34002ab46e,item
ed7c84be-fcce-4553-9b31-00f869919f3b,item,03ba3a32-fb3f-4703-9384-555f1b96e449,item
edf07a84-0246-4db9-aa6f-5581dd127e37,item,66d9e450-c4a6-4ffa-959f-33d5b085d4d6,item
eef37748-267d-462a-9e21-e6b0a30e4678,item,99c09315-d3fb-46b9-b904-91bd9dfe4957,item
f0b775f0-639b-4015-906e-34d87fa0456a,item,fc6d7da2-b54f-4c53-a516-f60c2dab821e,item
f5b385db-a01e-480d-9d1a-34f9251d1f7c,item,7af7ccf8-8771-4f0a-9299-90ee46a1d32f,item
f62bb011-05c7-4e2b-98f4-b4f27cda26a2,item,10cacb59-f3d6-43cf-8458-acc649cc03ac,item
f76e279c-5a4c-443a-8b9e-b5644f852412,item,1ea58c75-c6ea-48c9-b411-2a8b96ba8c44,item
f8de7190-62fd-4d3c-9f12-9054646bfce9,item,b8917b25-2c81-424d-a16b-209527bb8581,item
f94467c3-f68d-4be3-9d61-1bfcc5b6561e,item,a5991a55-b880-4b07-aacd-cd47df4e5db1,item
f94e3e92-555b-4100-961f-b78db89ab09e,item,fd3628ba-08fa-4465-bb68-31c4c355b8c1,item
fd6ff919-95e3-4d84-a932-df46c57ea167,item,ab8ae59d-9b09-40d1-b7b8-92cc99a3d630,item
